2019-09-09T07:12:59+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:13:18+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:13:22+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:13:24+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:13:44+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:13:58+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:14:07+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:14:13+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:14:23+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:14:29+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:14:33+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:14:34+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:14:35+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:14:38+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:14:39+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:14:44+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:14:52+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:14:53+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:14:53+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:14:57+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:15:08+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:15:09+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:15:11+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:15:14+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:15:15+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:15:16+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:15:16+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:15:17+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:15:19+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:15:21+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:15:23+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:15:30+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:15:35+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:15:37+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:16:34+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:16:34+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:16:35+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:16:35+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:16:35+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:16:36+00:00 CRITICAL syntax error, unexpected '$host_username' (T_VARIABLE), expecting function (T_FUNCTION) or const (T_CONST) in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 17

2019-09-09T07:27:22+00:00 CRITICAL Uncaught ArgumentCountError: Too few arguments to function HaveFun_RestAPI::update_wcfm_paid_services(), 1 passed in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 62 and exactly 3 expected in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php:26
Stack trace:
#0 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php(62): HaveFun_RestAPI->update_wcfm_paid_services(Array)
#1 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/child-init.php(11): require_once('/home/blsoftwar...')
#2 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/functions.php(6): require_once('/home/blsoftwar...')
#3 /home/blsoftware/public_html/havefan/wp-settings.php(499): include('/home/blsoftwar...')
#4 /home/blsoftware/public_html/havefan/wp-config.php(90): require_once('/home/blsoftwar...')
#5 /home/blsoftware/public_h in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 26

2019-09-09T07:27:22+00:00 CRITICAL Uncaught ArgumentCountError: Too few arguments to function HaveFun_RestAPI::update_wcfm_paid_services(), 1 passed in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 62 and exactly 3 expected in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php:26
Stack trace:
#0 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php(62): HaveFun_RestAPI->update_wcfm_paid_services(Array)
#1 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/child-init.php(11): require_once('/home/blsoftwar...')
#2 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/functions.php(6): require_once('/home/blsoftwar...')
#3 /home/blsoftware/public_html/havefan/wp-settings.php(499): include('/home/blsoftwar...')
#4 /home/blsoftware/public_html/havefan/wp-config.php(90): require_once('/home/blsoftwar...')
#5 /home/blsoftware/public_h in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 26

2019-09-09T07:27:37+00:00 CRITICAL Uncaught ArgumentCountError: Too few arguments to function HaveFun_RestAPI::update_wcfm_paid_services(), 1 passed in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 62 and exactly 3 expected in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php:26
Stack trace:
#0 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php(62): HaveFun_RestAPI->update_wcfm_paid_services(Array)
#1 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/child-init.php(11): require_once('/home/blsoftwar...')
#2 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/functions.php(6): require_once('/home/blsoftwar...')
#3 /home/blsoftware/public_html/havefan/wp-settings.php(499): include('/home/blsoftwar...')
#4 /home/blsoftware/public_html/havefan/wp-config.php(90): require_once('/home/blsoftwar...')
#5 /home/blsoftware/public_h in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 26

2019-09-09T07:27:37+00:00 CRITICAL Uncaught ArgumentCountError: Too few arguments to function HaveFun_RestAPI::update_wcfm_paid_services(), 1 passed in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 62 and exactly 3 expected in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php:26
Stack trace:
#0 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php(62): HaveFun_RestAPI->update_wcfm_paid_services(Array)
#1 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/child-init.php(11): require_once('/home/blsoftwar...')
#2 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/functions.php(6): require_once('/home/blsoftwar...')
#3 /home/blsoftware/public_html/havefan/wp-settings.php(499): include('/home/blsoftwar...')
#4 /home/blsoftware/public_html/havefan/wp-config.php(90): require_once('/home/blsoftwar...')
#5 /home/blsoftware/public_h in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 26

2019-09-09T07:27:43+00:00 CRITICAL Uncaught ArgumentCountError: Too few arguments to function HaveFun_RestAPI::update_wcfm_paid_services(), 1 passed in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 62 and exactly 3 expected in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php:26
Stack trace:
#0 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php(62): HaveFun_RestAPI->update_wcfm_paid_services(Array)
#1 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/child-init.php(11): require_once('/home/blsoftwar...')
#2 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/functions.php(6): require_once('/home/blsoftwar...')
#3 /home/blsoftware/public_html/havefan/wp-settings.php(499): include('/home/blsoftwar...')
#4 /home/blsoftware/public_html/havefan/wp-config.php(90): require_once('/home/blsoftwar...')
#5 /home/blsoftware/public_h in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 26

2019-09-09T07:27:44+00:00 CRITICAL Uncaught ArgumentCountError: Too few arguments to function HaveFun_RestAPI::update_wcfm_paid_services(), 1 passed in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 62 and exactly 3 expected in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php:26
Stack trace:
#0 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php(62): HaveFun_RestAPI->update_wcfm_paid_services(Array)
#1 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/child-init.php(11): require_once('/home/blsoftwar...')
#2 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/functions.php(6): require_once('/home/blsoftwar...')
#3 /home/blsoftware/public_html/havefan/wp-settings.php(499): include('/home/blsoftwar...')
#4 /home/blsoftware/public_html/havefan/wp-config.php(90): require_once('/home/blsoftwar...')
#5 /home/blsoftware/public_h in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 26

2019-09-09T07:27:53+00:00 CRITICAL Uncaught ArgumentCountError: Too few arguments to function HaveFun_RestAPI::update_wcfm_paid_services(), 1 passed in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php on line 62 and exactly 3 expected in /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php:26
Stack trace:
#0 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/classes/havefun_rest_api.php(62): HaveFun_RestAPI->update_wcfm_paid_services(Array)
#1 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/inc/child-init.php(11): require_once('/home/blsoftwar...')
#2 /home/blsoftware/public_html/havefan/wp-content/themes/BLS_HaveFan_Theme/functions.php(6): require_once('/home/blsoftwar...')
#3 /home/blsoftware/public_html/havefan/wp-settings.php(499): include('/home/blsoftwar...')
#4 /home/blsoftware/public_html/havefan/wp-config.php(90): require_once('/home/blsoftwar...')
